file,nI,nJ,nK,nL,tI,tJ,seed,kstar,md5
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s2.txt,40,40,100,10,2,2,2,4,5a508db902c623eafc571716599ddeca
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s3.txt,40,40,100,10,2,2,3,4,d25152182528a6ef3a668872137de721
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s4.txt,40,40,100,10,2,2,4,4,9dda4f6135cfecec9a4abfb3381d2c48
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s5.txt,40,40,100,10,2,2,5,4,7a654cd715ccb392fe520df0241b1b42
kstar_nI40_nJ40_nK100_nL10_tI3_tJ3_s1.txt,40,40,100,10,3,3,1,6,772a1cfa0d189b831b2198c3aee13c89
kstar_nI40_nJ40_nK100_nL10_tI3_tJ3_s2.txt,40,40,100,10,3,3,2,6,d8561f399cb5abf4bbeb2e79d38ab4b0
kstar_nI40_nJ40_nK100_nL10_tI3_tJ3_s3.txt,40,40,100,10,3,3,3,6,9dface8a22ae0562f66e6a69d48c9b13
kstar_nI40_nJ40_nK100_nL10_tI3_tJ3_s4.txt,40,40,100,10,3,3,4,6,1af88f4f511e1adbc5746e013aaeb568
kstar_nI40_nJ40_nK100_nL10_tI3_tJ3_s5.txt,40,40,100,10,3,3,5,6,563a511918a182424e60033ba51d754a
kstar_nI40_nJ40_nK100_nL10_tI4_tJ4_s1.txt,40,40,100,10,4,4,1,8,59f52358edded88c9207a6e70d2cfe81
kstar_nI40_nJ40_nK100_nL10_tI4_tJ4_s2.txt,40,40,100,10,4,4,2,8,182d8758c6cf5bbc17415d770fa6148a
kstar_nI40_nJ40_nK100_nL10_tI4_tJ4_s3.txt,40,40,100,10,4,4,3,8,1a1b8054b6ecbbcc8adf6f8f26c688a6
kstar_nI40_nJ40_nK100_nL10_tI4_tJ4_s4.txt,40,40,100,10,4,4,4,8,f25103f5ed577412726c2e60af32dfa8
kstar_nI40_nJ40_nK100_nL10_tI4_tJ4_s5.txt,40,40,100,10,4,4,5,8,8d121aff895296306363791b9aa9433c
kstar_nI40_nJ40_nK100_nL10_tI5_tJ5_s1.txt,40,40,100,10,5,5,1,10,4730b566a4c026deaec689b5acc9293c
kstar_nI40_nJ40_nK100_nL10_tI5_tJ5_s2.txt,40,40,100,10,5,5,2,10,b6dcbdba2d70ef8bce94e71d9e2d64a7
kstar_nI40_nJ40_nK100_nL10_tI5_tJ5_s3.txt,40,40,100,10,5,5,3,10,0fd3cda5a540a78ad3f5f1cde85d0853
kstar_nI40_nJ40_nK100_nL10_tI5_tJ5_s4.txt,40,40,100,10,5,5,4,10,da5643414d51da28af3fd4bd48b1f00e
kstar_nI40_nJ40_nK100_nL10_tI5_tJ5_s5.txt,40,40,100,10,5,5,5,10,e5c2f74059058cebbdbc1b98814df561
kstar_nI40_nJ40_nK100_nL10_tI6_tJ6_s1.txt,40,40,100,10,6,6,1,12,352e07f494c2ee4bcc7b25368fb548ce
kstar_nI40_nJ40_nK100_nL10_tI6_tJ6_s2.txt,40,40,100,10,6,6,2,12,442f79635801d9f5ce309ac39e629a50
kstar_nI40_nJ40_nK100_nL10_tI6_tJ6_s3.txt,40,40,100,10,6,6,3,12,75f44ed6c9906f5804d61ea3941688d4
kstar_nI40_nJ40_nK100_nL10_tI6_tJ6_s4.txt,40,40,100,10,6,6,4,12,047368be2a5c2a168b5cba4dc4afb5e2
kstar_nI40_nJ40_nK100_nL10_tI6_tJ6_s5.txt,40,40,100,10,6,6,5,12,2efc0010fe4f67e37cc1edcbf4de306e
